Index,Comment,Label
709,"máy kêu lục ục suốt ngày rất ồn, mong được liên hệ bảo hành, mới mua máy được mấy ngày thôi, quạt để 40l, nhưng thực tế mức min nó chứa mất 20l rồi, còn cả đóng nước mà máy vẫn tắt, hao nước nữa chứ, hơi thất vọng",2
710,mới sài hơn 1 năm hư động cơ........................................................................,1
711,"đặt hàng trên điện máy xanh khi giao hàng và thanh toán xong, về sử dụng cách 1 giờ gì gọi báo bảo hành mình nói quạt không mát, bật chế độ quạt thường với chế độ làm mát như nhau mình yêu cầu xuống kiểm tra bảo hành, kỹ thuật điện máy xanh xuống kiểm tra cũng như vậy, rồi nói máy không hư lỗi kỹ thuật mình yêu cầu làm thế nào để hổ trợ bảo hành và đổi lại máy mới, anh kỹ thuật bảo máy không lỗi kỹ thuật nên về và kêu gọi báo bão hành hãng xuống, khi mình gọi tổng đài thì được hẹn vài ngày sao hãng bão hành sẽ xuống, rồi bên hãng cũng xuống và cũng nói y như vậy. quạt mình mua điều hòa không khí mà quạt không điều hòa được, báo lỗi thì xuống xem nói không có lỗi kỹ thuật, trong khi quạt thì không mát, chế độ bình thường và chế độ làm mát như nhau, mua về không sử dụng được yêu cầu đổi trả cũng không được, không biết làm cách nào luôn, gọi tổng đài khiếu nại cũng nói ghi nhận và im luôn. mua xong về để đó không sử dụng được luôn, quạt điều hòa gì như quạt thường. yêu cầu đổi trả cũng không được luôn. nảng thiệt",0
712,quạt chạy ồn như máy xay gạo thì sao mà ngủ. bỏ tiền ra để mua cục tức vào người.,1
713,mới mua quạt hôm qua mà mất ngủ cả đêm. bật chế độ làm mát mà nước kêu ục ục thì sao mà ngủ nổi,2
714,sài hơn một tháng máy tốt có điều 3 tấm lọc có một tâmd nước chảy xuống cứ kêu ục ục máy kêu to hơi khó ngủ,2
715,"mình mới mua quạt sáng nay, không biết tại sao khi bật chế độ làm mát thì máy bơm lúc chạy lúc không",0
716,máy chạy không chế độ thi khá êm nhưng chế độ làm mát thì máy bơm cứ kieu uc uc nước thì cứ rớt tong tỏng khó chịu mặc dù mới mua hôm qua . không biết giao máy cũ hay mới nữa,0
717,mình mới mua máy tối qua. nhưng van xả nước ở phía sau bị rỉ nước chảy ra nền nhà khá nhiều. mình có kiểm tra van thì thấy van khá chặt không bị lỏng. trường hợp này thì xử lý sao hả dmx,0
718,"mới mua về thì bị rò rỉ nước, còn vài ngày nữa hết bảo hành thì hư động cơ chờ thay, 2 tuần nay gđ tôi chờ sửa phải chịu nóng. sắp hết chế độ bảo hành, không biết vài ngày nữa sửa xong còn hư gì nữa không. tôi rất dễ tính trog việc đánh giá sản phẩm, cho đến khi mua cái quạt này... thật sự bỏ ra 5tr, mua cùng 1 lúc mà hàng xóm ngta chọn loại khác vẫn xài bt, còn mình thì thật phiền.",0
719,"quạt mình bị hỏng chế độ làm mát, vẫn còn bảo hành nhưng gọi điện máy xanh hỗ trợ thì đã tiếp nhận mà không thấy gọi lại, máy đã hư mấy ngày rồi, trước giờ rất ủng hộ điện máy xanh, nhưng qua nhiều lần cá nhân mình thấy đặt hàng thì giao cực nhanh còn bảo trì thì chậm",0
720,"hình thức đẹp, dễ sử dụng, tuy nhiên khi bật chế độ làm mát thì rất ồn, đề nghị bên cskh liên hệ lại xem có cách nào khắc phục không",0
721,máy quạt của mình ống thoát nước cứ kêu ục ục hoài. có cách nào sửa không ạ.lúc đầu mua về không có. h kêu hoài khó chịu ghê,0
722,"quá thất vọng về chất lượng bảo hành sản phẩm của điện máy xanh và hãng sunhouse này. quạt mua trong vòng chưa đầy 1tháng đổi 2lần nhưng  xài vẫn thấy bị lỗi, lúc bật chế độ làm mát thì cứ kêu rè rè ục ục hoai cả ngày lẫn đêm nhất là ban đêm bật kêu ồn quá không ngủ được, gọi điện lên tổng đài bảo hành kiêu nhân viên của hãng xuống xem thì nói chuyện lươn lẹo các kiểu một mực bảo là quạt bình thường không có gì hết tại vì loại quạt này nó là vậy nhung trong khi đó nhà bác tui mua xài trước gần 1năm rồi chả bị kiêu gì hết, nếu mà biết quạt này xài ồn như vậy thì chả mua làm gì rồi, tôi bỏ 4 5triệu ra để mua về sử dụng mà điện máy xanh đưa sản phẩm bị kiêu bị lỗi như này thì bảo sao tôi chấp nhận được,quá thất vọng haizzz",0
723,các nút cảm biến vẫn sử dụng bình thường nhưng quạt không hoạt động được.. liên hệ điện máy xanh bằng cách nào ạ?,0
724,"quat mới mua về được 2 tiếng, phòng 15m2 ,mở cửa phòng thì quạt hơi mát xíu đóng cửa lại thì nong như quạt thường. so với mức giá này thì mua máy lạnh sẽ ngon hơn, mát hơn quạt gió một chút mà 5290k thì quá đắt . trả lại thì mất 1050k . nếu ai ở phòng kín có ý định mua giữa quạt dieu hoa và máy lạnh thì hãy chọn máy lạnh nha . kinh nghiệm xương máu . sắp mất 1050k để đổi qua gắn máy lạnh",2
725,sử dụng 3 tháng hư động cơ quạt sử dụng 1 năm hơn cháy bơm vậy có là bình thường?,1
726,mua được máy hôm có tinh trạng rỉ nước giờ có cần đem máy ra kiểm tra điện máy xanh để bên kỹ thật kiểm tra không ah,0
727,"tôi mua được hai ngày,sử dụng thấy ổn,tuy nhiên khi chọn chế độ ngoài trời thì quạt lúc mạnh lúc nhẹ liên tục nhiều vậy có bình thường không,nhờ tư vấn giùm",0
728,mìn mua được 1 tuần. máy chạy ổn chỉ có quạt hơn lớn nhưng có thể chấp nhận được.,2
729,"tôi mua máy được mấy tháng rồi. nói chung dùng hài lòng. nhưng hiện tại phần cảm ứng có vấn đề, lúc có lúc không, phải dùng remote. điện máy sẽ bảo hành như thế nào",0
730,"mình vừa nhận đx hàng sáng nay. món quà cuối năm đầy ý nghĩa cho gia đình. tuy nhỏ thôi nhưng rất vui. cảm ơn điện máy xanh đã hỗ trợ cho mình và gia đình. br lúc đầu mình chọn mua máy media nhưng sau mình không thích nên đã gọi điện thoại nhờ đổi lại máy này cho mình. br cảm ơn bạn nhân viên tư vấn ở chi nhánh lê duẫnlong thànhđồng nai và bạn nhân viên giao hàng giúp mình. tuy trưa nắng nhưng vẫn hỗ trợ hết mình br vui vẻ, năng động, nhiệt tình là tiêu chí của hệ thống và mình rất hài lòng. br máy đẹp, chạy êm, gió thổ mạnh khoảng rộng xa và dễ dàng sử dụng. về độ bền cần phải có thời gian để theo dõi. br",0
731,mình mua về sài thời gian có đẩy ra đẩy vô bị hư cái bánh xe . cho mình hỏi muốn mua bánh xe mua ở đâu vậy,1
732,moi mua được mấy tháng sai được mấy lần mà giờ hư nút nguồn rồi bấm kiểu nào nó cũng không tắt được quạt cứ quay vù vù.....,0
733,giá tiền so với chất lượng quạt là quá đắt,1
734,"quạt đang hoạt động khi bật hệ thống làm mát thì nước bắn ra dữ dội, đề nghị điện máy xanh cho ý kiến ạ.",2
735,"quạt bị lỗi , trên màn hình điều khiển trên thân máy không thể nhấn để điều khiển hoàn toàn bị liệt và sử dụng điều khiển từ xa thì không có tác dụng với 1 vài chức năng , 1 vài chức năng tự bật tự tắt , làm ơn trả lời thắc mắc của tôi tại sao sản phẩm lại bị như vậy????",0
736,"quạt xài được 5 tháng thì hư không hút nước được, gọi nhân viên dmx tới bảo hành thì tháo ra xong bảo không biết nguyên nhân, bảo 3 ngày nữa sẽ có nhân viên hãng xuống xem, đã hơn 6 ngày vẫn chưa thấy ai liên lạc, không hiểu tác dụng của nhân viên sửa chữa ở dmx là gì, hết sức thất vọng về dmx",0
737,"đường ống thoát nước thừa ở bửng dưới cứ 2 phút lại kêu ọc ọc rất khó chịu khi ngủ, đôi lúc giật mình. cái này không biết sửa thế nào? mong điện máy xanh có giải pháp khắc phục? cảm ơn!",0
738,mình mua dùng được hơn tháng mọi thứ đều tốt chỉ hơi ồn khi ở chế độ mạnh nhất thôi. quạt làm mát tốt mà thấy nhiều bạn chê quá nhỉ hehee. mình không bị bắn nước tí nào. nhiều bạn không để ý hdsd là khi bật làm mát thì ở chế độ nhẹ một xíu rồi mới tăng dần tránh tính trạng bắn nước. thấy ổn trong tầm giá. quạt vệ sinh dễ dàng. chỉ hơi mệt ở phía điều trước vì không tháo ra được,0
739,"một năm mua tại dmx 4 cái điện thoại đắt tiền, thêm cái máy giặt, rồi giờ mua cái quạt nước này 4tr mấy mà đéo giảm tý giá nào rồi là rước cái bực vào người, mua về 1 tuần quạt chạy như công nông đổi cái khác cũng lỗi lên lỗi xuống, nói bán lại cho điện máy xanh mất 20 phí mà làm khó khăn không chịu đến bắt tôi phải chở đến dmx bận quá lại nóng quá điên quá rồi đó",0
740,máy mua được 3 ngày không bị bắn nước hay bị nước kêu gì cả máy chạy mát .máy tốt trong tầm giá,0
741,hàng tốt trong tầm giá,2
742,"quạt rất ồn, bị hư gọi nhân viên cả tuần không thấy tới kiểm tra. mua hàng nhiều lần bên điện máy xanh rồi nhưng lần này thất vọng thực sự",0
743,cho 4 khuyến khích...,1
744,"khu vực bắc giang ai mua lại không , quang biểu việt yên bắc giang . cừa mua chưa được tháng quạt sd chưa ls hết giá công nhân",0
745,"mua từ năm trước 4tr2 khách thân thiết còn 3tr9 , qua 1 năm sử dụng thấy máy chạy vẫn ok , không văng tung té nước như các quạt khác , kiểu giáng đẹp , rễ sử dụng.",0
746,"quạt chạy khá là mạnh , êm , tốt khá là mát .",2
747,"mua chưa được 20 ngày mà bị hư 2 lần. mà 1 lần đợi xuống coi thì 3, 4 ngày. giờ ngồi ngó chứ có sử dụng được đâu. mua hàng bên điện máy xanh rất nhiều nhưng lần này thất vọng quá",2
748,"quạt sử dụng tốt gió mạnh mát nhưng có điều khi bật gió mạnh nước văng ra nhiều , còn mọi thứ điều tốt",2
749,"máy hơi dở , kêu to gió thổi không mạnh giá cao không xứng đáng trong tầm giá , mình khuyên các bạn nên mua điều hòa cho mát thay vì mua con quạt điều hòa này ,cảm thấy thất vọng khi mua sản phẩm này",0
750,quạt kéo xuống 29 độ là hết cỡ. màn hình điều khiển bị loạn sau 1 tuần sử dụng khi thì 5 độ khi thì 10 độ,1
751,"mở làm mát , bơm nước kêu lớn không hiểu vì sao . mới mua được gần 1 tháng.",0
752,"quạt không êm,máy bơm nước mạnh có tiếng róc rách,nghe khó chịu,thổi ra gió có mùi hôi,tanh tanh như mùi bể cá",0
753,"rất hối hận khi mua sản phẩm này , máy chạy rất ồn nếu để ở phòng ngủ thì không thể ngủ được ! nếu muốn ngủ thì tắt quạt điều hòa đi sử dụng quạt thường ! hối hận quá !",0
754,máy đẹp. vận hành tốt. phù hợp với sử dụng tại phòng khách. còn độ bền để xem coi thế nào,2
755,mới mua 175 dùng thì hơi tốn nước xíu vậy mà hôm nay bật chế độ làm mát lên máy kêu ục ục khó chịu lắm.điện máy xanh xem ntn chứ kêu như vậy sao mà ngủ được,2
756,"đá khô bỏ vô thấy không có tác dụng gì, có như không thôi.",0
757,mới mua mấy ngày quất ra nước không. nhìn vô mới biết nước trên nóc chảy x như mưa quạt văng tung tóe. rất thất vọng.,0
758,"thấy mọi người đánh giá dùng không được ưng ý. nhưng tôi mua được 2 ngày nay rồi ,tôi đã so sánh với tất cả các loại quạt thương hiệu khác nhau , thì quạt này chạy êm ,mạnh , thiết kế đẹp , dễ sử dụng vì toàn là tiếng việt không văng nước hay tràn như mọi người nói , đó là do họ không biết cách sử dụng dẫn đến tình trạng như trên , 40l xài rất thoải mái ,lại lâu nữa . tôi khuyên những ai chưa mua quạt thì nên mua con này br",0
759,"quạt phun nước chứ điều hòa cái gì bảo hành gọi không được, rất thất vọng về sản phẩm này.",0
760,bơm kêu . nước kêu roc rách khó chịu khi ngủ br bành xe rất yếu ớt mới dùng được vài bữa thì gãy 1 cai br dung tích chứa 40l nhưng chỉ dùng được 20l br chạy số mạnh đôi lúc bị văn nước ra sàn br không ổn trong tầm giá.. br,0
761,nhân viên vận chuyển hướng dẫn cách chăm nước sai cho mình  lần chăm nước tiếp theo làm theo hướng dẫn thì nước tràn ra ngoài,1
762,"mình nhận máy 115 ngày đầu ok, ngày sau bơm nước kêu giật giật và ổn, nước lại bắn ra lúc mở làm mát 1 lúc mới hết, kêu ầm ầm và tiếng bơm nước cứ rẹt rẹt và bơm nước không đều,",0
763,"hệ thống ống xã nước từ trên xuống có tiếng re re , xuống dưới thì kêu ục ục",1
764,tôi là khách hàng thân thiết of tgddđmx.trước khi mua.xem các bạn đã mua trước ctm...thấy nản ghê luôn. những khi xuống xem trực tiếp và sử dụng thấy hàng ok.trước mắt đáng tiền.,2
765,"khi đọc cảm nhận trên web mình cũng khá lăn tăn khi chọn cây này. nhưng khi ra gặp trực tiếp bạn nhân viên dmx tư vấn thì mình nghĩ 1 sản phẩm làm ra cũng sẽ gặp phải các ý kiến trái chiều. theo cảm nhận sau khi sử dụng 2 ngày mình thấy quạt chạy mát, không quá ồn  mình để mức 1 là đã mát lắm rồi , không gặp hiện tượng chảy nước ra sàn như các cmt phía trên br mình rất hài lòng đa số đồ điện trong nhà mình đều mua của dmx",0
766,mới mua được hơn 1 tuần thì bị chảy nc ướt hết nhà thêm cái kêu cọc cọc liên hệ điện máy xanh thì được đổi cái khác về sài được ít bữa lại kêu cọc cọc gọi điện máy xanh xuống lần nữa thì được tl rằng do động cơ hoạt động nên mới kêu...ok tin rằng là nhân viên lên để sài...càng ngày càng kêu to rất phiền đến lỗi cả nhà không ai ngủ được với nó..gọi hoài cũng ngại lên quyết định trả chịu lỗ 20 phí để mua máy lạnh...nhưng vẫn cho 5 sao vì thái độ phục vụ của các bạn nhân viên điện máy xanh rất tận tình chu đáo...,0
767,máy thi rất hài lòng,2
768,đã mua gần được một tuần..mình cảm thấy rất ok.. không có những vấn đề gì hết.. máy rất mát... buổi tối tiến ồn cũng không phải là lớn như những. gì mấy anh bình luận ...mình rất hài lòng lòng sản phẩm này... cảm ơn mấy anh chị điện máy xanh hướng dẫn và phục vụ rất nhiệt tình ...,0
769,"mới mua 1 ngày, quạt hú ầm ầm, điều khiển thì bấm không ăn. sáng 11h gọi lên tổng đài nói sẽ chuyển bảo trì gọi lại để xử lý, đợi đến 3h gọi lên tổng đài hẹn tiếp sẽ có bảo trì gọi lại trong ngày, đợi đến 6h vẫn không có ai gọi, vừa gọi lên tổng đài nói sẽ có bảo trì gọi lại trước 21h. rốt cuộc không biết phải gọi bao nhiêu cuộc thì sẽ được hỗ trợ. mất hết 1 ngày chỉ để đợi bảo trì liên hệ trong khi chỉ đổi sp lỗi trong 30 ngày đầu và không cho trả lại. khuyên chân thành mọi người có vô đọc review thì không nên mua phí tiền",0
770,"mới mua được 2 ngày, lúc đầu tiếng nước bình thường nhưng 1 ngày sau khi sử dụng kèm theo tiếng phát ra là lạ! liên lạc bên tổng đài báo trước 19h30 có người đến kiểm tra đợi mãi chẳng thấy đâu! làm việc trách nhiệm quá tệ!",0
771,"mở quạt hơi nước lên sờ lên nó bết rích giống như đổ mồ hôi rồi cảm thấy khó chịu còn thua quạt thường mua mấy trăm ngàn nữatuy không được mát như quạt hơi nước như nó không làm cho da bết rích khó chịu,hối hận khi bỏ 4triệu mấy ra mua cái quạt hơi nước này thật sai lầm tha thêm 5triệu nữa gắn máy lạnh sướng hơn",0
772,quạt bị lỗi liên hệ với hotline bên điện máy không được quạt mới giao,0
773,"máy chạy ồn,có mùi hơi khó chịu.nhiet độ phòng 30 quạt được một giờ thì hiện lên 34 không hiểu nổi tại sao?",0
774,quạt rất ok nha. mình còn được giảm giá vì là khách hàng thân thiết của điện máy xanh nữa. em này cứu nóng bao êm.,2
775,mình thấy ai cùng chê sản phẩm những mình thấy mới thư địu tốt trọng tâm già. sản phẩm rất tốt mình rất ưng ý nhân viên rất nhiệt tình,2
776,hướng dẫn có yêu cầu vệ sinh tấm làm mát và tấm lọc bụi 1 tháng 1 lần nhưng ngay chổ mở dán 1 cái tem bảo hành thì vệ sinh kiểu gì đây?,2
777,"chỉ số 2 thôi nhưng 1 lúc nước chảy đầy nhà. không hiểu sao cách đây 2 ngày tôi lại mua mặc dù đã đọc rất nhiều review tệ, tôi thật sự thất vọng. coi như vứt tiền qua cửa sổ vậy...",0
778,hệ thống xả nước rất ồn không bít ky thuật có cách j xử lý không ban đêm tiếng nước òng ọc rất khó chịu,0
779,"mình vừa mua vào hôm 264 dùng đến tối thì máy đang chạy bỗng kêu 1 tiếng  cắc, tầm 1h sau lại kêu thêm tiếng nữa, mình nhìn kĩ thì chế độ quay của máy chỉ quay sang bên trái không quay sang bên phải, đến tối hôm 274 thì phát hiện ra cái bộ phận làm máy quay bị gãy, mình sẽ liên hệ tổng đài và dùng chính sách 1 đổi 1 vào ngày mai.",0
780,"mình mua dùng được gần 1 năm. đánh giá tổng quan là máy rất tốt. phòng khách nhà m tầm 20m2  hướng nắng chiều trực tiếp rất nóng. tuy nhiên máy chạy mạnh rất mát lạnh m chỉ mới bật mức 1 chứ chưa dùng đến mức 23 mà đã rất thích, không bị oi bức, rất mát mẻ. br tuy nhiên máy hơi nước chắc chắn máy nào cũng ồn, không thể đòi hỏi êm như quạt thường hay máy lạnh được, gđ mình thấy tiếng ồn chịu được không khó chịu gì cả.",0
781,"lần thứ hai bị lỗi cảm ứng nút nhấn, đã đổi hết một lần rồi. br không hiểu sao thường xuyên xuất hiện vũng nước dưới quạt. br tôi muốn được đổi qua sản phẩm khác",0
782,"nhiều ng chê nhưng mình thấy ok,có quyển hdsd đọc đi r hãy sài,của bền tại ng,muốn không bị văng nước sách hdsd có ghi rõ là bật số 1 cho chạy 1 lúc đã r hãy bật số lớn,mới vào bật ngay số lớn thì tất nhiên sẽ bị văng nước r",0
783,"sản phẩm quá tệ. lúc đầu mua con kakuru  không nhớ tên rỏ bị hư trục đổi 3 lần vẫn bị chuyển qua con daikio vẫn lỗi, trả hàng mua lại con này còn tệ hơn, sài tuần đầu bị lỗi văng nước đầy sàng nhà, đổi lại con mới sài được vài ngày bị lỗi không bơm nước, điện máy xanh lại đổi nữa. lần này mà bị lỗi nữa là trả hàng luôn thà mất 20 còn hơn mất 100. bị vài lần thì nói là xui chứ đổi đến 6 lần hãng mà vẫn bị thì do sản phẩm tệ. điện máy xanh phục vụ tốt 5 sao nhưng chất lượng sản phẩm phải cho âm 5 sao.",0
784,quạt chạy tốt nhưng khi bật chế độ làm mát quạt có mùi hôi khó chịu gây đau đầu.,2
785,không hề ưng ý 1 xíu nào !!! br ban đầu mình mua cây kangaroo nhưg bị gãy trục đổi đến lần thứ 2 vẫn lỗi ! br đến lần thứ 3 thì bảo hết hàng nói mình đổi cây khác và được nhân viên tư vấn lấy cây này !! br mua về sử dụng ngủ mà nó ồn khôg thể tưởng ! br chưa kể mới sử dụng mà quạt nge hơi ẩm mốc như máy cũ !! br mở lên thì dù chỉ tốc độ nhỏ nhất vẫn văng nước !! br remote từ xa mà để sát mới ăn vậy làm remote làm gì ! br tệ hơn chữ tệ br,0
786,"dùng được 1 thời gian thấy quạt mát, thêm đá vào lại càng ok. gió mạnh sp nên dùng đáng bỏ tiền ra mua",2
787,"quạt sài tương đối tốt. mình mua dùng từ ngày 2642019 đến nay tính ra gần đủ năm rồi. chưa cần bảo hành lần nào luôn. lúc bật chế độ làm mát thì máy bơm nước lên thì có văng xíu xiu nước giống như phun sương thôi không đến nổi nhiều đâu. đến giờ quạt vẫn bình thường chỉ có cái lâu quá không bão dưỡng được bên trong máy bơm chắc bị kẹt cận bả nên nó hơi kêu tý. ngoài ra không có bị j hết. lâu lâu đóng bụi lưới bên ngoài thì mình lấy vít tháo ra vệ sinh xong gắn lại là ok. sp so với giá này thì tương đối ổn. kiểu dáng đẹp sang. thích nhất chế độ hẹn giờ tối ngủ hẹn 3,4 h là quạt tự tắt lúc đó ngủ quên tới sáng rồi đỡ tốn điện . nên mua sp này",0
788,quạt quá ồn so với quảng cáo. tôi muốn trả hàng vì quạt siêu siêu ồn. không thể ngủ hay nói chuyện cạnh quạt,0
789,quạt mới sài bị bắn nước ướt sàn nhà là thế nào ạ.sài được 10bữa thì bị r.bình thường văng không đến nỗi..giờ ướt sàn lun,0
790,"dùng dùng gần 2 tháng thấy quạt mát, thêm đá vào lại càng ok. gió mạnh sp nên dùng",2
791,"kiểu dáng đẹp. cánh quạt to thì máy chạy sẽ kêu to hơn. chế độ gió đa dạng. thích cái điều khiển rõ ràng, mặt hiển thị trên máy đẹp và rõ. chỗ đổ nước dễ đổ, chỉ có vệ sinh bồn hơi khó. bên phần hướng gió điều khiển bằng tay được tách 2 phần, chỉnh lên xuống nên mở rộng được không gian mát. nói chung bây giờ thấy ổn.",0
792,tem bảo hành dán ngay ốc nên chả biết làm thế nào để gỡ ra vệ sinh được. chả lẽ 1 năm không vệ sinh máy.,0
793,"rất đáng để mua nha mọi người. quạt mát và mạnh, vận hành êm không có ồn. nhiệt độ phòng bt 30 31 độ, bật quạt lên giảm xuống còn 27 28 độ mát mẻ. like",0
794,quạt chạy tốt nhưng làm mát không đáng kể. nếu để trong phòng kín thì bị hầm và rất nóng br nhân viên nhiệt tình sẽ ủng hộ tiếp sản phẩm dmx,0
795,mình mới mua hôm qua thấy quạt dùng rất tốt và rất mát. br rất vừa lòng nên mua nha các bạn,2
796,"máy mới mua về được 2 ngày , khi mới mở máy nó kêu lên 1 tiếng mới chạy , rất khó chịu",1
797,"máy mới mua về đổ nước vào bật chế độ làm mát nước bắn tung tóe tràn ra cả nhà, không tưởng tượng nỗi máy mới với giá 5tr5 mà tệ hại tới vậy.cái máy này chỉ đáng 1 tr bạc thật tệ hại như vậy khác gì lừa nhau chỉ được cái mẫu mã đẹp để lòe. mình dùng sunhouse nhiều mà chưa thấy sản phẩm nào tệ hại như vậy. làm ăn thế này thì mất khách quá .",0
798,nhìn sài ngày đầu ok. máy đẹp hơi ồn mà quạt lồng chạy bằng cánh thì loại nào cũng v.dể sd làm mát nhanh. mình chỉ sài số 1 thấy đủ rồi.,2
799,máy chán lắm ạ mỗi lần dùng là phải mồi nước mới lên đã gọi điện lên tổng đài đổi mới tới 3 cái mà vẫn vậy hàng kém chất lượng,0
800,"sau 3 tháng sử dụng mình có nhận xét thế này  tiền mua đá bằng tiền điện điều hòa nhưng độ mát bằng 1 so với điều hòa. cuối cùng mình vẫn phải dùng điều hòa. cái giá 4tr về bỏ xó quả thật hơi phí. tốt nhất mọi người nên thêm ít tiền mua điều hòa. quạt này là vua cứu mát trong mùa đông, chứ không phải mùa hè",0
801,"mua chưa dk 1 tháng bánh xe gãy, quạt thì bị bắn ra nước, có lúc không lên cả nước. kêu người đến bảo hành thì nhân viên dmx bảo đổi cái mới nhưng bảo 57 ngày mới có hiện không còn hàng, nhưng cái chân bánh xe là không có trong bảo hành mình mua cái khác lắp vào. không biết 57 ngày sau có đổi trả cho m không hay chỉ nói vậy thôi nữa. với lại cách ứng sử của nhân viên quá tệ nên xem lại. không biết qua ngày bảo hàng có mất thêm phí gì không",0
802,"quạt kêu như máy bay phản lực ,mẫu mã được nói trung tầm tiền đó cố thêm ít nữa mua điều hòa thì hơn",1
803,"quạt vừa mua về 1 ngày thì bánh xe bị gãy , gọi thì không chịu bảo hành cho bánh xe. quạt kêu to và ồn.",0
804,sau khi sử dụng gần 3th . máy bị chảy nước rất nhiều mỗi khi khởi động. bánh xe bị hư. tiếng ồn.,1
805,mình mới mua dùng thấy ok .mở số bé thì êm như du còn số to thì như bão .nhưng mà chưa mở đến số 3 .dùng 1lucs là phải kéo chăn ngay không lạnh,0
806,"hình thức mẫu mã được, độ ồn cũng có nhưng không quá to. hơi tốn nước chút. đổ nước vào hơi khó, hay bị đổ ra ngoài, khoang chứa khó vệ sinh, chạy tốc độ cao thì đúng như nhiều người nhận xét là nước văng ra ngoài, mình quan sát kỹ thì lý do là cánh quạt quay tốc độ cao sẽ hút nước vào và thổi văng ra. chạy tốc độ thấp thì không sao. nút bấm và đieu khiển dễ sử dụng. ngồi khoảng cánh 2,2m thấy cũng dễ chịu, xa hơn thì chỉ như quạt thường. gió đã đi qua nước nên mang theo hơi ẩm, không khô nóng như quạt thường, cảm giác như giữa trưa mùa hè gặp ngay cơn giông ập đến, dễ chịu hơn nhiều. nhìn chung giá cả chất lượng như vậy là mua được. đã sử dụng được 1 tuần. hôm giao hàng là nhân viên điện máy xanh hưng hà bên thái bình mang sang, nhìn chung nhiệt tình, nói năng hoạt bát, nhưng chưa cẩn thận lắm. hàng mới mà bóc hộp ra lộn ngược luôn xuống sân chẳng kê xốp, lúc lắp bánh xe xong lật lên thì bề mặt bị trầy xước, hơi mất thẩm mỹ chút. nên lưu ý làm gì cũng cần cẩn thận nhẹ nhàng.",0
807,"quạt khi bắt nước lên làm mát toàn bị bắn nước ướt hết giường ,chiều xong quạt kêu rõ to rất khó ngủ mình không hài lòng lắm",0
808,nói chung thấy cũng ổn nhưng có điều nước hay bị văn ra ngoài hơi bực bội về điều này,0
809,"tôi mua quạt này được 2 tháng phải đem ra điện máy xanh trả lại và chịu mất 25 giá trị. quạt dùng rất tệ, gây rít da. đổi chế độ liên tục, nước phun ra liên tục. brbr",0
810,quạt mới mua về được 1 hôm. mà quá ồn ào. tiếng kêu to khiến mọi người khó ngủ. rất thất vọng về sảm phẩm này. br,1
811,mik mới mua hôm qua. máy chạy ồn. không được mát lắm. mà bật quạt cảm giác hơi nc làm người cứ dính dính khó chịu,0
812,quạt êm tiết kiệm điện nên dùng mùa hè thời tiết nóng quá cảm ơn điện máy xanh mình tin tưởng lắm,1
813,br quạt chỉ mát khi bỏ đá mà tiền mua đá hay làm lạnh đá trung bình ngày 10k tháng 300k vậy sài m5 máy lạnh cho lành. br quạt thường thì hầm hơi rít da như xông hơi br brmình mua về sài được 3 lần rồi bỏ xó. brbr,2
814,"quạt đẹp , mình rất hài lòng. lại có kèm cả đá khô nữa lại càng mát hơn. mình rất thích. ok !",2
815,sau vài ngày sử dụng mình xin nhận xét như sau gió mạnh nhưng hơi ồn ! khu vực để quạt mát thì quạt thổi hơi mát chứ nóng thì khỏi bàn quạt chỉ mát hơn quạt bình thường 1 tý không ăn thua ! mình mua túi đá 10k về bỏ nửa túi vào cộng với đá khô nhưng dùng vẫn không ăn thua chán lắm !,0
816,"lần đầu mình sử dụng quạt điều hòa này, mới mua về thấy cũng không mát gì hơn quạt bình thường, tuy nhiên sau tìm hiểu mới biết từ lúc mua về nước trong bình không cạn mới biết là nước không được bơm lên làm mát? vậy lỗi này phải làm sao?",0
817,"nhân viên giao hàng tư vấn nhiệt tình, quạt khá mát khi nhiệt độ hiện tại đang 36 độ",2
818,quạt chỉ có điều hơi ồn  tình trạng chung của quạt hơi nưoc nằm gần thì mát còn nằm xa thì y như quạt thường. nói chung để hạ nhiệt khi trời nóng thì nên ở gần quạt là mát nhất,2
819,"rất mát, dễ sử dụng. còn có sử dụng nhiều điện năng không thì chưa biết... nhìn chung khá ổn.",0
820,"đã mua tại điện máy xanh.quạt rất mát gió mạnh không hắc,toả mát rộng nói chung rất hài lòng.cho 5",0
821,"máy thổi yếu, không mát, máy kêu to, tốn điện br nói chung là thất vọng về sản phẩm",0
822,"nói quạt được 2025m ..mà ngồi 1m thì còn mát ,mà ngồi từ 2m trở lên là hết mát... nhà sản xuất ra rất tệ.. không hài lòng...nói làm diệu không khí gì đâu không thấy ..mà thấy nực chết bà lun.",0
823,quạt mua về thì màng lọc khí phía sau rơi xuống nước . mới mua chưa đước 1 ngày nước phun đầy sàn. gọi nhân viên bảo chờ bộ phận bảo hành gọi lại. br sản phẩm quá tệ. phục vụ không tốt. điện máy xanh nên coi lại cách phục vụ khách hàng .,0
824,quạt điều hoà này gió mạnh rất mát thiết kế quạt rất gọn và đẹp rất dễ sử dụng rất mát,2
825,"vừa mua hôm qua mà bây giờ hệ thống bơm nước đã không xài được rồi,gọi bảo hành thì toàn nghe nhân viên bận",0
